,Step,Episode return,Success,Episode length
0,100.0,-87.0,False,100.0
1,200.0,-86.0,False,100.0
2,300.0,-90.0,False,100.0
3,400.0,-87.0,False,100.0
4,500.0,-86.0,False,100.0
5,600.0,-75.0,False,100.0
6,700.0,-93.0,False,100.0
7,800.0,-88.0,False,100.0
8,900.0,-84.0,False,100.0
9,1000.0,-90.0,False,100.0
10,1100.0,-86.0,False,100.0
11,1200.0,-85.0,False,100.0
12,1300.0,-93.0,False,100.0
13,1400.0,-90.0,False,100.0
14,1500.0,-82.0,False,100.0
15,1600.0,-84.0,False,100.0
16,1700.0,-92.0,False,100.0
17,1800.0,-90.0,False,100.0
18,1900.0,-81.0,False,100.0
19,2000.0,-89.0,False,100.0
20,2100.0,-84.0,False,100.0
21,2200.0,-91.0,False,100.0
22,2300.0,-89.0,False,100.0
23,2400.0,-90.0,False,100.0
24,2500.0,-85.0,False,100.0
25,2600.0,-90.0,False,100.0
26,2700.0,-84.0,False,100.0
27,2800.0,-88.0,False,100.0
28,2900.0,-93.0,False,100.0
29,3000.0,-90.0,False,100.0
30,3100.0,-91.0,False,100.0
31,3200.0,-85.0,False,100.0
32,3300.0,-96.0,False,100.0
33,3400.0,-83.0,False,100.0
34,3500.0,-84.0,False,100.0
35,3600.0,-88.0,False,100.0
36,3700.0,-80.0,False,100.0
37,3800.0,-91.0,False,100.0
38,3900.0,-86.0,False,100.0
39,4000.0,-81.0,False,100.0
40,4100.0,-87.0,False,100.0
41,4200.0,-88.0,False,100.0
42,4300.0,-82.0,False,100.0
43,4400.0,-90.0,False,100.0
44,4500.0,-93.0,False,100.0
45,4600.0,-87.0,False,100.0
46,4700.0,-90.0,False,100.0
47,4800.0,-85.0,False,100.0
48,4900.0,-87.0,False,100.0
49,5000.0,-92.0,False,100.0
50,5100.0,-93.0,False,100.0
51,5200.0,-83.0,False,100.0
52,5300.0,-85.0,False,100.0
53,5400.0,-90.0,False,100.0
54,5500.0,-85.0,False,100.0
55,5600.0,-88.0,False,100.0
56,5700.0,-84.0,False,100.0
57,5800.0,-80.0,False,100.0
58,5900.0,-88.0,False,100.0
59,6000.0,-82.0,False,100.0
60,6100.0,-89.0,False,100.0
61,6200.0,-92.0,False,100.0
62,6300.0,-90.0,False,100.0
63,6400.0,-91.0,False,100.0
64,6500.0,-85.0,False,100.0
65,6600.0,-78.0,False,100.0
66,6700.0,-90.0,False,100.0
67,6800.0,-83.0,False,100.0
68,6900.0,-89.0,False,100.0
69,7000.0,-93.0,False,100.0
70,7100.0,-87.0,False,100.0
71,7200.0,-88.0,False,100.0
72,7300.0,-87.0,False,100.0
73,7400.0,-91.0,False,100.0
74,7500.0,-92.0,False,100.0
75,7600.0,-82.0,False,100.0
76,7700.0,-88.0,False,100.0
77,7800.0,-85.0,False,100.0
78,7900.0,-89.0,False,100.0
79,8000.0,-87.0,False,100.0
80,8100.0,-89.0,False,100.0
81,8200.0,-87.0,False,100.0
82,8300.0,-86.0,False,100.0
83,8400.0,-89.0,False,100.0
